locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFNKBEDD_05183	CDS	138				hypothetical protein
EFNKBEDD_05184	CDS	1128	barP		COG5277	Bacterial actin-related protein
EFNKBEDD_05185	CDS	537				hypothetical protein
EFNKBEDD_05186	CDS	1008	thiL_2	2.7.4.16		Thiamine-monophosphate kinase
EFNKBEDD_05187	CDS	438	hspA		COG0071	Spore protein SP21
EFNKBEDD_05188	CDS	1101				hypothetical protein
EFNKBEDD_05189	CDS	837	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
EFNKBEDD_05190	CDS	1578				hypothetical protein
EFNKBEDD_05191	CDS	351	yciH		COG0023	putative protein YciH
EFNKBEDD_05192	CDS	699				hypothetical protein
EFNKBEDD_05193	CDS	567				hypothetical protein
EFNKBEDD_05194	CDS	687	surE_2	3.1.3.5	COG0496	5'-nucleotidase SurE
EFNKBEDD_05195	CDS	201				hypothetical protein
EFNKBEDD_05196	CDS	1929	pknD_31	2.7.11.1		Serine/threonine-protein kinase PknD
EFNKBEDD_05197	CDS	219	gvpA_1			Gas vesicle structural protein
EFNKBEDD_05198	CDS	1014				hypothetical protein
EFNKBEDD_05199	CDS	1008				hypothetical protein
EFNKBEDD_05200	CDS	465	gvpA_2			Gas vesicle structural protein
EFNKBEDD_05201	CDS	2238	rcsC_87	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_05202	CDS	417				hypothetical protein
EFNKBEDD_05203	CDS	1161				hypothetical protein
EFNKBEDD_05204	CDS	2379	rcsC_88	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_05205	CDS	2697	rcsC_89	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_05206	CDS	1455				hypothetical protein
EFNKBEDD_05207	CDS	1254	rcsC_90	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_05208	CDS	345				hypothetical protein
EFNKBEDD_05209	CDS	117				hypothetical protein
EFNKBEDD_05210	CDS	348	mazF_2	3.1.-.-		Endoribonuclease MazF
EFNKBEDD_05211	CDS	468				hypothetical protein
EFNKBEDD_05212	CDS	480				hypothetical protein
EFNKBEDD_05213	CDS	966	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
EFNKBEDD_05214	CDS	744				hypothetical protein
EFNKBEDD_05215	CDS	747				hypothetical protein
EFNKBEDD_05216	CDS	1650	ccmM		COG0663	Carbon dioxide concentrating mechanism protein CcmM
EFNKBEDD_05217	CDS	303	ccmL			Carbon dioxide concentrating mechanism protein CcmL
EFNKBEDD_05218	CDS	339	ccmK1			Carbon dioxide-concentrating mechanism protein CcmK 
EFNKBEDD_05219	CDS	312	ccmK_2		COG4577	Carbon dioxide-concentrating mechanism protein CcmK
EFNKBEDD_05220	CDS	1845	nuoL_3	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
EFNKBEDD_05221	CDS	525				hypothetical protein
EFNKBEDD_05222	CDS	945	pip	3.4.11.5		Proline iminopeptidase
EFNKBEDD_05223	CDS	444				hypothetical protein
EFNKBEDD_05224	CDS	588				hypothetical protein
EFNKBEDD_05225	CDS	795	coaX	2.7.1.33		Type III pantothenate kinase
EFNKBEDD_05226	CDS	1272				hypothetical protein
EFNKBEDD_05227	CDS	2151				hypothetical protein
EFNKBEDD_05228	CDS	465				hypothetical protein
EFNKBEDD_05229	CDS	450				hypothetical protein
EFNKBEDD_05230	CDS	1365	sasA_36	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_05231	CDS	288				hypothetical protein
EFNKBEDD_05232	CDS	687				hypothetical protein
EFNKBEDD_05233	CDS	753	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
EFNKBEDD_05234	CDS	750	ftsE		COG2884	Cell division ATP-binding protein FtsE
EFNKBEDD_05235	CDS	462				hypothetical protein
EFNKBEDD_05236	CDS	687				hypothetical protein
EFNKBEDD_05237	CDS	1077				hypothetical protein
EFNKBEDD_05238	CDS	384				hypothetical protein
EFNKBEDD_05239	CDS	1014	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
EFNKBEDD_05240	CDS	669	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
EFNKBEDD_05241	CDS	375				hypothetical protein
EFNKBEDD_05242	CDS	1143	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
EFNKBEDD_05243	CDS	648				hypothetical protein
EFNKBEDD_05244	CDS	213				hypothetical protein
EFNKBEDD_05245	CDS	195				hypothetical protein
EFNKBEDD_05246	CDS	504				hypothetical protein
EFNKBEDD_05247	CDS	399				hypothetical protein
EFNKBEDD_05248	CDS	597	rpoE		COG1595	ECF RNA polymerase sigma-E factor
EFNKBEDD_05249	CDS	1200	sucC	6.2.1.4	COG0045	Succinate--CoA ligase [GDP-forming] subunit beta
EFNKBEDD_05250	CDS	948	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
EFNKBEDD_05251	CDS	216				hypothetical protein
EFNKBEDD_05252	CDS	426				hypothetical protein
EFNKBEDD_05253	CDS	1689	hxuB_2		COG2831	Heme/hemopexin transporter protein HuxB
EFNKBEDD_05254	CDS	189				hypothetical protein
EFNKBEDD_05255	CDS	1407	atzE	3.5.1.131		1-carboxybiuret hydrolase subunit AtzE
EFNKBEDD_05256	CDS	483				hypothetical protein
EFNKBEDD_05257	CDS	1587				hypothetical protein
EFNKBEDD_05258	CDS	933				hypothetical protein
EFNKBEDD_05259	CDS	822	sppA_1	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
EFNKBEDD_05260	CDS	405	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
EFNKBEDD_05261	CDS	5793	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
EFNKBEDD_05262	CDS	552	cheB_6	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
EFNKBEDD_05263	CDS	519	walK_2	2.7.13.3		Sensor histidine kinase WalK
EFNKBEDD_05264	CDS	315				hypothetical protein
EFNKBEDD_05265	CDS	411				hypothetical protein
EFNKBEDD_05266	CDS	510				hypothetical protein
EFNKBEDD_05267	CDS	333				hypothetical protein
EFNKBEDD_05268	CDS	201				hypothetical protein
EFNKBEDD_05269	CDS	1413	mco	1.-.-.-		Multicopper oxidase mco
EFNKBEDD_05270	CDS	1359				hypothetical protein
EFNKBEDD_05271	CDS	540				hypothetical protein
EFNKBEDD_05272	CDS	897	gltI		COG0834	Glutamate/aspartate import solute-binding protein
EFNKBEDD_05273	CDS	471				hypothetical protein
EFNKBEDD_05274	CDS	1317	ndbB_3	1.6.5.12		Demethylphylloquinone reductase NdbB
EFNKBEDD_05275	CDS	1386				hypothetical protein
EFNKBEDD_05276	CDS	390	phoP_4		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
EFNKBEDD_05277	CDS	2997	rcsC_91	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_05278	CDS	1830				hypothetical protein
EFNKBEDD_05279	CDS	171				hypothetical protein
EFNKBEDD_05280	CDS	219				hypothetical protein
EFNKBEDD_05281	CDS	120				hypothetical protein
EFNKBEDD_05282	CDS	606	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
EFNKBEDD_05283	CDS	567	cckA			Sensor kinase CckA
EFNKBEDD_05284	CDS	831				hypothetical protein
EFNKBEDD_05285	CDS	1125				hypothetical protein
EFNKBEDD_05286	CDS	300				hypothetical protein
EFNKBEDD_05287	CDS	1584	ndhD1_4	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
EFNKBEDD_05288	CDS	1128				hypothetical protein
EFNKBEDD_05289	CDS	279				hypothetical protein
EFNKBEDD_05290	CDS	123				hypothetical protein
EFNKBEDD_05291	CDS	3441				hypothetical protein
EFNKBEDD_05292	CDS	927	cmpR_3		COG0583	HTH-type transcriptional activator CmpR
EFNKBEDD_05293	CDS	387				hypothetical protein
EFNKBEDD_05294	CDS	621				putative phycocyanin operon protein Z
EFNKBEDD_05295	CDS	495	cpeA			C-phycoerythrin alpha chain
EFNKBEDD_05296	CDS	555	cpeB			C-phycoerythrin beta chain
EFNKBEDD_05297	CDS	1275				hypothetical protein
EFNKBEDD_05298	CDS	564				hypothetical protein
EFNKBEDD_05299	CDS	1425	sasA_37	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_05300	CDS	318				hypothetical protein
EFNKBEDD_05301	CDS	768	cpeD_1			Phycobilisome 27.9 kDa linker polypeptide, phycoerythrin-associated, rod
EFNKBEDD_05302	CDS	747				hypothetical protein
EFNKBEDD_05303	CDS	705	mprA_5			Response regulator MprA
EFNKBEDD_05304	CDS	792	cpeD_2			Phycobilisome 27.9 kDa linker polypeptide, phycoerythrin-associated, rod
EFNKBEDD_05305	CDS	1383	bvgS_2	2.7.13.3		Virulence sensor protein BvgS
EFNKBEDD_05306	CDS	1263				hypothetical protein
EFNKBEDD_05307	CDS	1338	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
EFNKBEDD_05308	CDS	5484	sasA_38	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_05309	CDS	5463	pknD_32	2.7.11.1		Serine/threonine-protein kinase PknD
EFNKBEDD_05310	CDS	717				hypothetical protein
EFNKBEDD_05311	CDS	1308				hypothetical protein
EFNKBEDD_05312	CDS	252				hypothetical protein
EFNKBEDD_05313	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_05314	CDS	399				hypothetical protein
EFNKBEDD_05315	CDS	489				hypothetical protein
EFNKBEDD_05316	CDS	864	lacF			Lactose transport system permease protein LacF
EFNKBEDD_05317	CDS	561				hypothetical protein
EFNKBEDD_05318	CDS	450				hypothetical protein
EFNKBEDD_05319	CDS	462	aroQ1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
EFNKBEDD_05320	CDS	138				hypothetical protein
EFNKBEDD_05321	CDS	1254	cinA		COG1058	Putative competence-damage inducible protein
EFNKBEDD_05322	CDS	195				hypothetical protein
EFNKBEDD_05323	CDS	1098	hypD		COG0409	Hydrogenase maturation factor HypD
EFNKBEDD_05324	CDS	2280				hypothetical protein
EFNKBEDD_05325	CDS	303				hypothetical protein
EFNKBEDD_05326	CDS	1083	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
EFNKBEDD_05327	CDS	3783				hypothetical protein
EFNKBEDD_05328	CDS	966				hypothetical protein
EFNKBEDD_05329	CDS	141				hypothetical protein
EFNKBEDD_05330	CDS	726	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EFNKBEDD_05331	CDS	1218	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
EFNKBEDD_05332	CDS	1503	mdtA_6			Multidrug resistance protein MdtA
EFNKBEDD_05333	CDS	483				hypothetical protein
EFNKBEDD_05334	CDS	972				hypothetical protein
EFNKBEDD_05335	CDS	1527	chlB	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
EFNKBEDD_05336	CDS	684				hypothetical protein
EFNKBEDD_05337	CDS	147				hypothetical protein
EFNKBEDD_05338	CDS	1368	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
EFNKBEDD_05339	CDS	513	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
EFNKBEDD_05340	CDS	423				hypothetical protein
EFNKBEDD_05341	CDS	390				hypothetical protein
EFNKBEDD_05342	CDS	1302				hypothetical protein
EFNKBEDD_05343	CDS	441				hypothetical protein
EFNKBEDD_05344	CDS	336				Photosystem II reaction center Psb28 protein
EFNKBEDD_05345	CDS	465				hypothetical protein
EFNKBEDD_05346	CDS	807				hypothetical protein
EFNKBEDD_05347	CDS	852				hypothetical protein
EFNKBEDD_05348	CDS	1932				hypothetical protein
EFNKBEDD_05349	CDS	330				hypothetical protein
EFNKBEDD_05350	CDS	747	ygaZ		COG1296	Inner membrane protein YgaZ
EFNKBEDD_05351	CDS	849	rhaS_3			HTH-type transcriptional activator RhaS
EFNKBEDD_05352	CDS	546				hypothetical protein
EFNKBEDD_05353	CDS	477				hypothetical protein
EFNKBEDD_05354	CDS	954				hypothetical protein
EFNKBEDD_05355	CDS	648				hypothetical protein
EFNKBEDD_05356	CDS	183				hypothetical protein
EFNKBEDD_05357	CDS	606	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
EFNKBEDD_05358	CDS	1236				hypothetical protein
EFNKBEDD_05359	CDS	474				hypothetical protein
EFNKBEDD_05360	CDS	285				hypothetical protein
EFNKBEDD_05361	CDS	2469	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
EFNKBEDD_05362	CDS	1092	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EFNKBEDD_05363	CDS	1041		3.5.4.2	COG1816	Adenine deaminase
EFNKBEDD_05364	CDS	531				hypothetical protein
EFNKBEDD_05365	CDS	1281	amaB	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
EFNKBEDD_05366	CDS	972	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
EFNKBEDD_05367	CDS	180				hypothetical protein
EFNKBEDD_05368	CDS	1170	hhoA			Putative serine protease HhoA
EFNKBEDD_05369	CDS	327				hypothetical protein
EFNKBEDD_05370	CDS	663	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
EFNKBEDD_05371	CDS	954				hypothetical protein
EFNKBEDD_05372	CDS	684				hypothetical protein
EFNKBEDD_05373	CDS	780				hypothetical protein
EFNKBEDD_05374	CDS	1242				hypothetical protein
EFNKBEDD_05375	CDS	1398				hypothetical protein
EFNKBEDD_05376	CDS	1878				hypothetical protein
EFNKBEDD_05377	CDS	741				hypothetical protein
EFNKBEDD_05378	CDS	1086				hypothetical protein
EFNKBEDD_05379	CDS	174				hypothetical protein
EFNKBEDD_05380	CDS	513				hypothetical protein
EFNKBEDD_05381	CDS	1305	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
EFNKBEDD_05382	CDS	5889				hypothetical protein
EFNKBEDD_05383	CDS	4908				hypothetical protein
EFNKBEDD_05384	CDS	6564	ppsC_1	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
EFNKBEDD_05385	CDS	2112	lgrB			Linear gramicidin synthase subunit B
EFNKBEDD_05386	CDS	381	pksJ		COG0318	Polyketide synthase PksJ
EFNKBEDD_05387	CDS	2307	cmdD			Chondramide synthase cmdD
EFNKBEDD_05388	CDS	3705	ppsE	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsE
EFNKBEDD_05389	CDS	252	acpK		COG0236	Polyketide biosynthesis acyl-carrier-protein AcpK
EFNKBEDD_05390	CDS	1224	pksF	4.1.1.87	COG0304	Polyketide biosynthesis malonyl-ACP decarboxylase PksF
EFNKBEDD_05391	CDS	1260	pksG	2.3.3.-	COG3425	Polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG
EFNKBEDD_05392	CDS	1443				hypothetical protein
EFNKBEDD_05393	CDS	768	pksH	4.2.1.-	COG1024	putative polyketide biosynthesis enoyl-CoA hydratase PksH
EFNKBEDD_05394	CDS	1095	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
EFNKBEDD_05395	CDS	6915				hypothetical protein
EFNKBEDD_05396	CDS	5895	ppsC_2	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
EFNKBEDD_05397	CDS	1848				hypothetical protein
EFNKBEDD_05398	CDS	483				hypothetical protein
EFNKBEDD_05399	CDS	303				hypothetical protein
EFNKBEDD_05400	CDS	237				hypothetical protein
EFNKBEDD_05401	CDS	111				hypothetical protein
EFNKBEDD_05402	CDS	285				hypothetical protein
EFNKBEDD_05403	CDS	1488		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
EFNKBEDD_05404	CDS	1125	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
EFNKBEDD_05405	CDS	1611				hypothetical protein
EFNKBEDD_05406	CDS	1536	rssB_12			Regulator of RpoS
EFNKBEDD_05407	CDS	885	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
EFNKBEDD_05408	CDS	96				hypothetical protein
EFNKBEDD_05409	CDS	1473				hypothetical protein
EFNKBEDD_05410	CDS	708				hypothetical protein
EFNKBEDD_05411	CDS	399				hypothetical protein
EFNKBEDD_05412	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_05413	CDS	312				hypothetical protein
EFNKBEDD_05414	CDS	285				hypothetical protein
EFNKBEDD_05415	CDS	111				hypothetical protein
EFNKBEDD_05416	CDS	105				hypothetical protein
EFNKBEDD_05417	CDS	2229	psaB	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2
EFNKBEDD_05418	CDS	2268	psaA	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A1
EFNKBEDD_05419	CDS	1719				hypothetical protein
EFNKBEDD_05420	CDS	849	cysZ		COG2981	Sulfate transporter CysZ
EFNKBEDD_05421	CDS	873	dhaA_3	3.8.1.5		Haloalkane dehalogenase
EFNKBEDD_05422	CDS	759	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
EFNKBEDD_05423	CDS	345				hypothetical protein
EFNKBEDD_05424	CDS	1404				Folate-biopterin transporter
EFNKBEDD_05425	CDS	411				hypothetical protein
EFNKBEDD_05426	CDS	1041		3.1.3.11		D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase
EFNKBEDD_05427	CDS	1299	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
EFNKBEDD_05428	CDS	258				hypothetical protein
EFNKBEDD_05429	CDS	258	remA		COG2052	Extracellular matrix regulatory protein A
EFNKBEDD_05430	CDS	591	gmk	2.7.4.8	COG0194	Guanylate kinase
EFNKBEDD_05431	CDS	1068	ousX_6		COG2113	Glycine betaine-binding periplasmic protein OusX
EFNKBEDD_05432	CDS	1518				hypothetical protein
EFNKBEDD_05433	CDS	1782	sasA_39	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_05434	CDS	1116	rcsC_92	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_05435	CDS	189				hypothetical protein
EFNKBEDD_05436	CDS	291				hypothetical protein
EFNKBEDD_05437	CDS	645	eda		COG0800	Putative KHG/KDPG aldolase
EFNKBEDD_05438	CDS	510				hypothetical protein
EFNKBEDD_05439	CDS	447				hypothetical protein
EFNKBEDD_05440	CDS	807				hypothetical protein
EFNKBEDD_05441	CDS	984	glmM_3			Phosphoglucosamine mutase
EFNKBEDD_05442	CDS	1530	cugP_3	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
EFNKBEDD_05443	CDS	183				hypothetical protein
EFNKBEDD_05444	CDS	792				hypothetical protein
EFNKBEDD_05445	CDS	771	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
EFNKBEDD_05446	CDS	849	petA			Cytochrome f
EFNKBEDD_05447	CDS	540	petC_2	7.1.1.6	COG0723	Cytochrome b6-f complex iron-sulfur subunit
EFNKBEDD_05448	CDS	318				hypothetical protein
EFNKBEDD_05449	CDS	612				hypothetical protein
EFNKBEDD_05450	CDS	567				hypothetical protein
EFNKBEDD_05451	CDS	2313				hypothetical protein
EFNKBEDD_05452	CDS	1602				hypothetical protein
EFNKBEDD_05453	CDS	585				hypothetical protein
EFNKBEDD_05454	CDS	3258	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
EFNKBEDD_05455	CDS	153				hypothetical protein
EFNKBEDD_05456	CDS	957	sigA2_3		COG0568	RNA polymerase sigma factor SigA2
EFNKBEDD_05457	CDS	894				hypothetical protein
EFNKBEDD_05458	CDS	480				hypothetical protein
EFNKBEDD_05459	CDS	1698				hypothetical protein
EFNKBEDD_05460	CDS	855				hypothetical protein
EFNKBEDD_05461	CDS	1335	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EFNKBEDD_05462	CDS	645	lon2	3.4.21.53	COG0466	Lon protease 2
EFNKBEDD_05463	CDS	318	rpsJ		COG0051	30S ribosomal protein S10
EFNKBEDD_05464	CDS	1230	tuf			Elongation factor Tu
EFNKBEDD_05465	CDS	2079	fusA_2		COG0480	Elongation factor G
EFNKBEDD_05466	CDS	471	rpsG			30S ribosomal protein S7
EFNKBEDD_05467	CDS	372	rpsL			30S ribosomal protein S12
EFNKBEDD_05468	CDS	333				putative protein
EFNKBEDD_05469	CDS	450				hypothetical protein
EFNKBEDD_05470	CDS	285				hypothetical protein
EFNKBEDD_05471	CDS	249				hypothetical protein
EFNKBEDD_05472	CDS	369				hypothetical protein
EFNKBEDD_05473	CDS	324				hypothetical protein
EFNKBEDD_05474	CDS	1488				hypothetical protein
EFNKBEDD_05475	CDS	954				hypothetical protein
EFNKBEDD_05476	CDS	234	uvrA_2			UvrABC system protein A
EFNKBEDD_05477	CDS	2295				hypothetical protein
EFNKBEDD_05478	CDS	903	ftsX		COG2177	Cell division protein FtsX
EFNKBEDD_05479	CDS	1638				hypothetical protein
EFNKBEDD_05480	CDS	585				hypothetical protein
EFNKBEDD_05481	CDS	1821	sppA_2	3.4.21.-	COG0616	Protease 4
EFNKBEDD_05482	CDS	1050	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
EFNKBEDD_05483	CDS	576				hypothetical protein
EFNKBEDD_05484	CDS	117	psaI			Photosystem I reaction center subunit VIII
EFNKBEDD_05485	CDS	510	psaL			Photosystem I reaction center subunit XI
EFNKBEDD_05486	CDS	510				hypothetical protein
EFNKBEDD_05487	CDS	273				hypothetical protein
EFNKBEDD_05488	CDS	873	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EFNKBEDD_05489	CDS	2400	htpX_3	3.4.24.-		Protease HtpX
EFNKBEDD_05490	CDS	375				hypothetical protein
EFNKBEDD_05491	CDS	462				hypothetical protein
EFNKBEDD_05492	CDS	438	rcsC_93	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_05493	tRNA	72				tRNA-Gln(ttg)
EFNKBEDD_05494	CDS	462				hypothetical protein
EFNKBEDD_05495	CDS	216				hypothetical protein
EFNKBEDD_05496	CDS	225				hypothetical protein
EFNKBEDD_05497	CDS	492				hypothetical protein
EFNKBEDD_05498	CDS	1137				hypothetical protein
EFNKBEDD_05499	CDS	288				hypothetical protein
EFNKBEDD_05500	CDS	714				hypothetical protein
EFNKBEDD_05501	CDS	558				hypothetical protein
EFNKBEDD_05502	CDS	399				hypothetical protein
EFNKBEDD_05503	CDS	528				hypothetical protein
EFNKBEDD_05504	CDS	600				hypothetical protein
EFNKBEDD_05505	CDS	207				hypothetical protein
EFNKBEDD_05506	CDS	207				hypothetical protein
EFNKBEDD_05507	CDS	891				hypothetical protein
EFNKBEDD_05508	CDS	258				hypothetical protein
EFNKBEDD_05509	CDS	1329				hypothetical protein
EFNKBEDD_05510	CDS	276				hypothetical protein
EFNKBEDD_05511	CDS	723				hypothetical protein
EFNKBEDD_05512	CDS	501				hypothetical protein
EFNKBEDD_05513	CDS	756				hypothetical protein
EFNKBEDD_05514	CDS	297				hypothetical protein
EFNKBEDD_05515	CDS	438				hypothetical protein
EFNKBEDD_05516	CDS	339				hypothetical protein
EFNKBEDD_05517	CDS	117				hypothetical protein
EFNKBEDD_05518	CDS	426				IS630 family transposase ISAtsp7
EFNKBEDD_05519	CDS	1560				hypothetical protein
EFNKBEDD_05520	CDS	165				hypothetical protein
EFNKBEDD_05521	CDS	477				hypothetical protein
EFNKBEDD_05522	CDS	210				hypothetical protein
EFNKBEDD_05523	CDS	366				IS982 family transposase ISVsa6
EFNKBEDD_05524	CDS	831	menB_2	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
EFNKBEDD_05525	CDS	327				hypothetical protein
EFNKBEDD_05526	CDS	1479	glgA_2	2.4.1.21	COG0297	Glycogen synthase
EFNKBEDD_05527	CDS	249				hypothetical protein
EFNKBEDD_05528	CDS	237				hypothetical protein
EFNKBEDD_05529	CDS	912				hypothetical protein
EFNKBEDD_05530	CDS	1134	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
EFNKBEDD_05531	CDS	1140	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
EFNKBEDD_05532	tRNA	77				tRNA-Met(cat)
EFNKBEDD_05533	CDS	2568				hypothetical protein
EFNKBEDD_05534	CDS	468	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
EFNKBEDD_05535	CDS	1140	gshA	6.3.2.2		Glutamate--cysteine ligase
EFNKBEDD_05536	CDS	1035				hypothetical protein
EFNKBEDD_05537	CDS	1452	dac	3.4.16.4		D-alanyl-D-alanine carboxypeptidase
EFNKBEDD_05538	CDS	1212	ackA	2.7.2.1	COG0282	Acetate kinase
EFNKBEDD_05539	CDS	2010	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
EFNKBEDD_05540	CDS	639	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EFNKBEDD_05541	CDS	708				hypothetical protein
EFNKBEDD_05542	CDS	1323	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
EFNKBEDD_05543	CDS	1071	xpkA_2	4.1.2.9		Xylulose-5-phosphate phosphoketolase
EFNKBEDD_05544	CDS	732				hypothetical protein
EFNKBEDD_05545	CDS	1008	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
EFNKBEDD_05546	CDS	1587				hypothetical protein
EFNKBEDD_05547	CDS	576				hypothetical protein
EFNKBEDD_05548	CDS	222				hypothetical protein
EFNKBEDD_05549	CDS	2433				hypothetical protein
EFNKBEDD_05550	CDS	504				hypothetical protein
EFNKBEDD_05551	CDS	348				hypothetical protein
EFNKBEDD_05552	CDS	963				hypothetical protein
EFNKBEDD_05553	CDS	399				hypothetical protein
